Prompt,Respuesta
¿Cómo se asegura el cumplimiento de las leyes en el SIGC?,Se asegura cumpliendo con el marco legal y normatividad interna vigente en todas las actividades de la universidad.
¿Cuál es el enfoque del SIGC hacia la protección del medio ambiente?,"El SIGC promueve el cuidado y conservación del medio ambiente mediante el uso sostenible de recursos naturales, gestión adecuada del impacto ambiental, y fomentando la educación ambiental y sostenibilidad."
¿Cuáles son algunos de los logros destacados del SIGC en la Universidad del Norte?,"El SIGC ha logrado la renovación de la certificación ISO 9001:2015, la integración efectiva de sistemas de gestión de calidad, apoyo en diversas acreditaciones, implementación de sistemas de seguridad y salud en el trabajo, proyectos Lean Six Sigma, y mantener su certificación con excelentes resultados en auditorías externas."
¿Cómo está planificado el Sistema Integrado de Gestión de la Calidad (SIGC) en la Universidad del Norte?,"El SIGC se organiza en 19 macroprocesos distribuidos en cuatro ejes de gestión: Direccionamiento Estratégico, Valor-Extensión, Soporte Académico y Soporte Administrativo, abarcando tanto las funciones sustantivas como el soporte esencial a dichas actividades."
¿Cuáles son los macroprocesos de dirección en el SIGC de la Universidad del Norte?,"Incluyen Planeación Institucional y Seguimiento y Mejora de la Calidad, definiendo el direccionamiento estratégico y la mejora continua del sistema de gestión de calidad."
¿Qué procesos están incluidos en el eje de Valor-Extensión del SIGC?,"Este eje abarca Gestión de Proyectos de Consultoría y Servicios, Gestión de Programas de Educación Continua y Gestión de Programas de Idiomas, todos esenciales para las funciones sustantivas de la universidad."
¿Qué macroprocesos forman parte del soporte académico en el SIGC?,"Los macroprocesos incluyen Comunicación, Mercadeo, Admisiones, Registro, Cooperación Internacional y Gestión de Biblioteca, facilitando el desarrollo de las actividades académicas."
¿Qué macroprocesos están enfocados en el soporte administrativo del SIGC?,"Se centran en Gestión Financiera, Gestión Humana, Gestión de Planta Física, Gestión Logística, Gestión en Salud y Seguridad Integral, Gestión de Servicios a la Comunidad, Gestión de TIC y Gestión Jurídica, proporcionando recursos para actividades académicas y administrativas."
¿Quién es el responsable del área de Calidad en la Universidad del Norte?,"La Ingeniera Ana Karina Quintero Arteaga, con formación en Ingeniería Industrial, MBA y Especialización en Gerencia de la Calidad, lidera la Gestión de Calidad con más de 12 años de experiencia en mejorar procesos organizacionales."
¿Qué es ISOLUCIÓN y cómo ayuda en la gestión de calidad en la Universidad del Norte?,"ISOLUCIÓN es una plataforma web que facilita la planificación, implementación y administración del Sistema de Gestión de Calidad, optimizando la distribución de información y recursos del SIGC, accesible tanto online como en la red interna."
¿Cómo pueden los empleados acceder a la información del Sistema de Gestión de Calidad?,"A través del Portal Interno del SIGC en la pestaña de mis servicios del portal de profesores y administrativos, permitiendo consultar información sobre procesos de calidad, centros de conciliación, laboratorios y centros de materiales y manufactura."
¿Cómo puede un usuario expresar sus sugerencias o mejorar los procesos y servicios en la Universidad del Norte?,"Los usuarios pueden usar el buzón de sugerencias disponible en los servicios de Biblioteca, Extensión, Consultoría, Administración Universitaria, Centro de Conciliación, Laboratorio de Ingeniería Civil y Centro Integrado de Materiales y Manufactura para expresar sus opiniones y mejoras."
¿Qué información adicional se ofrecerá en la sección de servicios de la Universidad del Norte?,"Se ampliará el portafolio con fichas técnicas, enlaces, guías, instructivos, formularios de solicitud y datos de contacto directo para ayudar a los usuarios a gestionar servicios de manera eficiente."
¿Qué servicios ofrece la Dirección Financiera?,"La Dirección Financiera ofrece asignación y control de recursos, proyecciones y análisis financieros, facturación de matrículas y servicios, pagos, asesoría sobre financiación, gestión de solicitudes de crédito, recuperación de cartera, recepción de pagos, análisis contable y elaboración de informes financieros."
¿Qué responsabilidades tiene el área de Gestión de Planta Física?,El área de Gestión de Planta Física se ocupa de: <br> - Planificación de proyectos de infraestructura <br> - Diseño y ejecución de obras <br> - Oficina de Planeación y Proyectos de Infraestructura bajo la Dirección de Servicios Administrativos
¿Qué servicios proporciona la Jefatura de Proyectos Administrativos?,La Jefatura de Proyectos Administrativos ofrece: <br> - Servicios de Viajes Corporativos: <br> - Gestión de tiquetes nacionales e internacionales <br> - Reservas hoteleras para visitantes <br> - Servicios de Asistencia: <br> - Estudios de factibilidad <br> - Estudios de costos <br> - Servicios de acreditación: <br> - Recolección de datos para acreditación <br> - Elaboración de informes y presentaciones para visitas de pares acreditadores <br> - Voluntariado Institucional: <br> - Atención a estudiantes interesados <br> - Gestión de vinculaciones y coordinación de servicios
¿Qué ofrece el área de Servicios Administrativos?,"El área de Servicios Administrativos brinda: Regulación Archivística: Establecimiento de procedimientos y políticas para gestión documental física y electrónica, implementación de Tablas de Retención Documental, y estandarización de comunicaciones organizacionales. Capacitación: Capacitación archivística para personal académico y administrativo, fortaleciendo conocimientos técnicos en gestión documental. Asesoría: Diagnóstico y planificación de proyectos de organización de archivos, asesoría en decisiones sobre manejo de documentos, mejora de la consulta, racionalización del uso de papel, y reducción de riesgos de pérdida de información. Digitalización: Digitalización e indexación de documentos, con asesoría en definición de repositorio y acompañamiento de la Dirección de Tecnología Informática y Comunicaciones. Custodia Documental: Custodia de información institucional transferida después de su tiempo de retención. Consulta y Préstamos de Documentos: Acceso a documentos transferidos al archivo inactivo."
¿Qué sistemas de información maneja la Dirección de Tecnología Informática y Comunicaciones?,"La Dirección de Tecnología Informática y de Comunicaciones gestiona: Sistema de Información Bibliográfica – ALEPH: Gestión de información bibliográfica. Sistema de Información Académico – AURORA: Administración de información académica, admisiones, matrículas, notas, certificaciones. Sistema de apoyo a la gestión de Créditos y Becas: Gestión de solicitudes y seguimiento de créditos y becas. Sistema de Programación Académica - INFOSILEM: Programación académica según recursos y requisitos estudiantiles. Sistema de Información Administrativo de Postgrados: Control de valores de horas a pagar a docentes en posgrados. Sistema de Información de apoyo a la Gestión del Consultorio Jurídico y Centro de Conciliación - TEA: Apoya la gestión del Consultorio Jurídico. Sistema de Información de Apoyo a la Retención Académica - SARA: Seguimiento estudiantil y administración de estrategias para retención académica. Sistema de Información de Consejería Estudiantil: Apoya programas de Consejería Psicológica e Integración Universitaria. Sistema de Indicadores Académicos - SIA: Medición de la gestión académica. Sistema de Información Financiero - SIRIUS: Manejo de información administrativa, presupuestal y contable. Sistema de Información para Gestión de Contratos - ATHENA: Administración de contratos jurídicos. Sistema de Información para el Manejo de Proveedores – REGINA: Registro y calificación de proveedores. Sistema de Información para la Gestión del Recurso Humano - SOPHIA: Apoyo a procesos de Gestión Humana como nómina, contratación, selección. Sistema de Información de Capacitación a Funcionarios: Gestión de la capacitación de funcionarios. Sistema de Información para el Control de Desarrollo Profesoral: Seguimiento académico y financiero de la capacitación docente. Sistema de Información Portafolio del Profesor: Manejo del Portafolio del Profesor. Sistema de Información de Evaluación por Competencia – EVACOM: Apoyo a la evaluación por competencias. Sistema de Información para la Gestión de Investigación y Publicaciones (KATI): Manejo de publicaciones, producción intelectual y investigaciones. Sistema de Información para Gestión de Calidad - ISOLUCIÓN: Gestión de sistemas de calidad. Sistema de Información para Manejo de Cafeterías y Restaurantes - ZEUS: Gestión de servicios de restaurantes. Sistema de Información de Acceso al Campus: Control de acceso a instalaciones usando el carné. Sistema de Información para la Gestión de Mantenimiento - SIGMA: Seguimiento de mantenimientos. Sistema de Información para Préstamo de Recursos Físicos: Gestión de recursos físicos prestados. Sistema de Información de apoyo a la ""Línea de Atención 123"": Gestión de incidentes, solicitudes de la mesa de ayuda de Tecnología. Sistema de Información para la Administración Documental - SAD: Digitalización y consulta de documentos. Sistema de apoyo a la Planeación y Autoevaluación Institucional - ALENA: Herramientas para la planeación, autoevaluación, reportes de gestión. Sistema Gestor de Revistas Digitales - OJS: Apoyo a la gestión y publicación de Revistas Científicas. Sistema de Información de Puntos de Venta - FIERRO: Gestión para librerías y editoriales. Sistema de Formatos Institucionales: Manejo de aprobación de formatos. Sistema de Información prácticas-egresados - TURPIAL: Gestión de prácticas profesionales y empleo para egresados."
¿Qué servicios de comunicación y divulgación están disponibles?,"Los servicios de comunicación y divulgación incluyen: Sitio web: Información institucional hacia el público, con servicios adicionales como emisora en línea y biblioteca digital. Portales: Información sobre noticias, eventos, políticas, directorio, reglamentos y procedimientos. Correo electrónico - Unimail: Correo WEB institucional. Blogs: Espacio para colaboración y publicación de contenido académico. Carteleras electrónicas - DMS: Dispositivos para desplegar información institucional. Kioskos interactivos: Dispositivos para consultar información sobre oficinas, servicios, horarios y ubicaciones en el campus."
¿Qué servicios de conectividad proporciona la universidad?,Los servicios de conectividad incluyen: Conexión inalámbrica: Acceso a la red inalámbrica. VPN: Acceso remoto a productos TIC internos.
¿Qué recursos se pueden prestar en la universidad?,Los recursos disponibles para préstamo son: Videoconferencia: Comunicación bidireccional de audio y video. Audioconferencia: Comunicación telefónica entre varios grupos. Salas: Espacios para actividades académicas con recursos de cómputo. Infosalas: Recursos computacionales o dispositivos móviles para clases.
¿Qué servicios ofrece la Dirección de Unidades de Servicio y Logística Empresarial (DUSLE)?,"La DUSLE ofrece: Alimentos y bebidas: Restaurantes, cafés, máquinas dispensadoras, catering. Tecnología: Internet, alquiler de equipos, central de llamadas, centro de impresión. Esparcimiento y recreación: Salas de juego, sala de estética, gimnasio, cine, música, arte, vacacionales infantiles. Almacenes: Papelería, librería, almacén universitario, miscelánea, boutiques. Proyectos: Minimercado, farmacia, panadería, lavandería, remontadora, centro de servicios. Eventos y Gestión de Espacios: Diseño, organización y logística de eventos, alquiler y gestión de espacios."
¿Qué es la Dirección Financiera?,"La Dirección Financiera se encarga de garantizar la sostenibilidad financiera de la institución, asegurando la eficiencia en el uso de recursos, diversificación de ingresos, control de gastos y crecimiento económico."
¿Cuáles son las funciones principales de la Dirección Financiera?,Funciones principales: 1. Administración financiera para garantizar sostenibilidad económica. <br> 2. Gestión de recursos con instituciones financieras. <br> 3. Análisis de informes financieros y recomendaciones. <br> 4. Supervisión de inversiones. <br> 5. Coordinación con otras dependencias para objetivos estratégicos. <br> 6. Apoyo en trámites administrativos y financieros. <br> 7. Gestión de recaudo de matrícula y otros ingresos. <br> 8. Elaboración de presupuesto anual.
¿Qué comités coordina la Dirección Financiera?,La Dirección Financiera coordina: <br> - Comisión Administración Universitaria <br> - Comité de Presupuesto <br> - Comité Financiero <br> - Comité HUN (Hospital Universidad del Norte) <br> - Junta Directiva FCMN (Fundación Hospital Universidad del Norte)
¿Quién es el Director Financiero y cuál es su formación?,"El Director Financiero es Elkin Hernández, Ingeniero Industrial, Especialista en Finanzas y Master en Administración de Empresas por la Universidad del Norte, con formación adicional en dirección universitaria y economía aplicada al riesgo financiero."
¿Cuáles son los principales retos de la Dirección Financiera?,Retos principales: 1. Sostenibilidad financiera a largo plazo. <br> 2. Desarrollo de un sistema de financiamiento flexible. <br> 3. Generación de nuevas fuentes de recursos. <br> 4. Creación de un ecosistema de servicios financieros basado en tecnología. <br> 5. Promoción de la Educación Económica y Financiera. <br> 6. Estructuración del modelo financiero para programas virtuales e híbridos. <br> 7. Reestructuración de especializaciones y maestrías. <br> 8. Diversificación de oferta de servicios en Santa Marta.
¿Qué acciones estratégicas se están implementando en la Dirección Financiera?,Acciones estratégicas incluyen: <br> - Análisis del modelo de financiación institucional. <br> - Evaluación del riesgo financiero y creación de fondo de contingencia. <br> - Fortalecimiento de capacidad instalada en Universidad del Norte - Santa Marta. <br> - Evaluación de las especializaciones y maestrías actuales para reestructuración y promoción.
¿Quién lidera la Dirección de Gestión Humana?,"Beatriz Vergara, Administradora de Empresas con especialización en Mercadeo y una maestría en Administración de Empresas, es la Directora de Gestión Humana."
¿Qué servicios proporciona la Dirección de Gestión Humana?,"Ofrece selección de personal, liquidación de cesantías, pagos de sueldos, desarrollo del personal, beneficios del pacto colectivo, certificados laborales, vinculación y desvinculación de catedráticos, bienestar organizacional y salud y seguridad en el trabajo."
¿Qué comités son coordinados por la Dirección de Gestión Humana?,"Coordina el COPASST, Comité de Formación y Desarrollo, Comité de Compensación y Desarrollo, Comité de Convivencia Laboral, Comité de Salarios, Comité de Crisis, Comité de Seguridad Vial, Comité de Mejora efr, Comité Universidad Incluyente y Comité de Equidad de Género."
¿Qué es el sistema AGATHA en la Dirección de Gestión Humana?,"AGATHA es un sistema de información para gestionar el talento humano, que abarca selección de personal, gestión de vida laboral, pago de salarios y beneficios, seguridad e higiene, formación, carrera y sucesiones."
¿Cuáles son los indicadores clave en la Dirección de Gestión Humana?,"Indicadores clave incluyen nivel de satisfacción en selección de personal, índice de rotación, promociones internas, oportunidad en la disposición de MFDC, elaboración de liquidaciones, promedio de inconsistencias en nómina, eficacia de capacitaciones, nivel de competencia del personal, frecuencia y severidad de accidentes, y ausentismo por causas médicas."
¿Qué desafíos enfrenta la Dirección de Gestión Humana?,"Los desafíos incluyen implementar el modelo de gestión EFR, mejorar el bienestar social y económico de empleados y sus familias, fortalecer la cultura y clima organizacional, innovar en esquemas de compensación y optimizar la estructura organizacional."
¿Quién supervisa el soporte administrativo en la Dirección de Gestión Humana?,"Armando Rocha es el Jefe de Soporte Administrativo, responsable de la gestión de procesos y procedimientos administrativos."
¿Quién es la encargada de la nómina en la Dirección de Gestión Humana?,"Evelyn Benedetti, Jefa de Nómina, se encarga de la elaboración de nóminas, pagos de sueldos y prestaciones, descuentos legales y autorizados, control de horarios y tramitación de facturas relacionadas con la administración del recurso humano."
¿Cuál es la función principal de la Dirección de Tecnología Informática y Comunicaciones en la universidad?,"Planificar y dirigir la adquisición, actualización, implementación y operación de servicios, productos e infraestructura de TI, garantizando soluciones tecnológicas adecuadas y oportunas para la comunidad universitaria."
¿Qué funciones realiza la Dirección de Tecnología Informática y Comunicaciones?,"Sus funciones principales incluyen la planificación y dirección de servicios y productos TIC, definición de estrategias para la disponibilidad y confiabilidad de dichos servicios, participación en la definición de políticas tecnológicas y de seguridad de la información, y reporte del estado de la infraestructura y servicios a la Vicerrectoría Administrativa y Financiera."
¿Qué desafíos enfrenta la Dirección de Tecnología Informática y Comunicaciones?,"Los desafíos incluyen implementar soluciones tecnológicas que optimicen los modelos educativos presenciales, híbridos y virtuales, desarrollar una cultura innovadora para nuevos servicios digitales, fortalecer la ciberseguridad y el cumplimiento legal, y modernizar la infraestructura TIC y sistemas de información."
¿Qué planes estratégicos tiene la Dirección de Tecnología Informática y Comunicaciones para 2024?,"Las acciones estratégicas incluyen un concurso para la generación de ideas, implementar un asistente virtual basado en IA, diseñar una solución omnicanal para la atención de prospectos, actualizar aplicaciones y portales, mejorar soluciones de respaldo y arquitectura de seguridad."
¿Quién lidera la Dirección de Tecnología Informática y Comunicaciones?,"John Flórez es el Director de Tecnología Informática y Comunicaciones, ingeniero de sistemas y computación con estudios de postgrado en gestión de tecnología informática y redes telemáticas, y una maestría en gobierno de tecnología informática."
¿Qué comités y comisiones coordina la Dirección de Tecnología Informática y Comunicaciones?,"Coordina o participa en la Comisión de Administración Universitaria, el Comité de Gestión Documental, el Comité de Evaluación de Proveedores Críticos, y el Comité de Protección de Datos Personales."
¿Qué servicios ofrece la Dirección de Tecnología Informática y de Comunicaciones?,"Proporciona un catálogo de servicios, productos y recursos TIC para la comunidad universitaria, incluyendo soluciones tecnológicas para la docencia, investigación, extensión y procesos administrativos."
¿Cuáles son los indicadores de gestión en la Dirección de Tecnología Informática y Comunicaciones?,"Indicadores incluyen el nivel de cumplimiento de los planes de proyectos TIC, éxito de nuevos productos TIC, porcentaje de activaciones y desactivaciones oportunas de servicios TIC, oportunidad en la entrega de carnés, y eficacia de los controles de seguridad."
¿Cuál es la misión de la Jefatura de Proyectos Administrativos?,"Gestionar proyectos transversales de las distintas áreas de la administración universitaria, orientados a la mejora continua, análisis de condiciones actuales y futuras, evaluación financiera de nuevas iniciativas y optimización de procesos."
¿Qué funciones tiene la Jefatura de Proyectos Administrativos?,"Sus funciones incluyen el análisis, gestión y seguimiento de proyectos administrativos, diseño de proyectos para mejorar la productividad, elaboración de estudios de costos anuales, informes de ingresos y egresos, prospectiva financiera, y seguimiento al servicio de agencias de viaje."
¿Qué retos enfrenta la Jefatura de Proyectos Administrativos?,"Los retos incluyen incrementar la visibilidad internacional de estrategias y proyectos, consolidar el sistema de gestión ambiental, y posicionar el proyecto Uninorte Sostenible como referente nacional e internacional."
¿Qué planes estratégicos tiene la Jefatura de Proyectos Administrativos para 2024?,"Diseñar y ejecutar un plan de mejoramiento de gestión de viajes corporativos, realizar estudios de factibilidad de nuevos programas de pregrado, organizar la semana por la sostenibilidad, y avanzar en el sistema de gestión de proveedores."
¿Quién es la Jefa de Proyectos Administrativos?,"Leyla Mlayes es la Jefa de Proyectos Administrativos, ingeniera de sistemas con especialización en finanzas y una maestría en administración de empresas, con experiencia en gestión de proyectos y análisis financiero."
¿Qué comités y comisiones coordina la Jefatura de Proyectos Administrativos?,"Coordina o participa en el Comité Financiero, Comité de Presupuesto, Comisión de Administración Universitaria, Comité Administrativo, Comité de Revisión Gerencial, Comité de Flexibilización Curricular, y Comité de Dirección de Gobierno de Datos."
¿Qué servicios ofrece la Jefatura de Proyectos Administrativos?,"Proporciona gestión de tiquetes nacionales e internacionales, reservas de hoteles y salones para eventos, estudios de factibilidad y costos, apoyo en procesos de acreditación, y coordinación de voluntariado institucional."
¿Cuáles son los indicadores de gestión en la Jefatura de Proyectos Administrativos?,"Indicadores incluyen estudios de factibilidad realizados, porcentaje de ahorro en la gestión de viajes, tiempo en la gestión de viajes, y número de actividades apoyadas mediante el voluntariado institucional."
¿Qué es la filosofía de la Dirección de Unidades de Servicio y Logística Empresarial?,"La filosofía es ofrecer productos, servicios y experiencias de alta calidad de manera innovadora y creativa, garantizando seguridad productiva e inocuidad alimentaria, cuidando el entorno ambiental y promoviendo el mejoramiento de la calidad de vida."
¿Qué funciones realiza la Dirección de Unidades de Servicio y Logística Empresarial?,"Planea, dirige y controla las unidades de servicio y logística empresarial, garantiza la sostenibilidad financiera y calidad del servicio, apoya la gestión académica con servicios de alta calidad, asesora a las dependencias, promociona el uso de servicios y establece contacto con el sector externo."
¿Qué desafíos enfrenta la Dirección de Unidades de Servicio y Logística Empresarial?,"Los desafíos incluyen estimular el crecimiento con sostenibilidad financiera, generar nuevos productos y servicios, evaluar y mejorar continuamente los servicios ofrecidos, y ofrecer un nivel superior de servicios mediante una planificación organizada de recursos."
¿Qué planes estratégicos tiene la Dirección de Unidades de Servicio y Logística Empresarial para 2024?,"Implementar un modelo para la venta de espacios publicitarios, lograr donaciones de proveedores, colocar en funcionamiento nuevos puntos de servicio como gelato y café, y planificar la operación del centro deportivo."
¿Qué indicadores de gestión utiliza la Dirección de Unidades de Servicio y Logística Empresarial?,"Indicadores incluyen el proceso de ventas de productos y servicios, nivel de satisfacción del cliente, porcentaje de cumplimiento de ventas y tiempos de entrega, y gestión de inventario y pagos a terceros."
¿Cuál es el objetivo de la Dirección de Sostenibilidad Ambiental?,"Garantizar el crecimiento y fortalecimiento del Campus en armonía con el medio ambiente, mediante el desarrollo de buenas prácticas empresariales y el uso eficiente de los recursos, y evaluar, proponer y recomendar proyectos e iniciativas ambientales para asegurar el posicionamiento a largo plazo de la Institución."
¿Qué funciones realiza la Dirección de Sostenibilidad Ambiental?,"Diseñar propuestas ambientales, establecer estrategias para proyectos ambientales, promover acciones que integren la estrategia Institucional con la comunidad, analizar la viabilidad de proyectos sostenibles, implementar un sistema de evaluación de impacto ambiental y asesorar en estrategias de sostenibilidad."
¿Qué desafíos enfrenta la Dirección de Sostenibilidad Ambiental?,"Garantizar el crecimiento del Campus en armonía con el medio ambiente, propiciar la sostenibilidad mediante buenas prácticas y el uso eficiente de recursos, y evaluar y recomendar proyectos e iniciativas ambientales para asegurar el impacto positivo y el posicionamiento a largo plazo."
¿Qué planes estratégicos tiene la Dirección de Sostenibilidad Ambiental para 2024?,"Proponer la huella de carbono como indicador de sostenibilidad, iniciar la operación de la Granja Solar, continuar con el sistema de gestión ambiental, liderar la cultura en gestión ambiental y fortalecer los programas ambientales."
¿Qué indicadores de gestión utiliza la Dirección de Sostenibilidad Ambiental?,"Indicadores incluyen el proceso de planeación estratégica, el sistema de gestión de calidad, y estadísticas relacionadas con la gestión ambiental."
¿Quién es el encargado de la Dirección de Gestión Humana?,"Beatriz Vergara, Administradora de Empresas, Especialista en Mercadeo y Magister en Administración de Empresas, con amplia experiencia en Dirección Administrativa y Operativa, lidera la Dirección de Gestión Humana."
¿Cuáles servicios incluye la oferta de la Dirección de Gestión Humana?,"Servicios incluyen selección de personal, pagos de sueldos y prestaciones, desarrollo del personal, beneficios del pacto colectivo, certificaciones laborales, gestión de catedráticos, bienestar organizacional, y seguridad y salud en el trabajo."
¿En qué comités participa la Dirección de Gestión Humana?,"Participa en el Comité Paritario de Seguridad y Salud en el Trabajo (COPASST), Comité de Formación y Desarrollo, Comité de Compensación y Desarrollo, Comité de Convivencia Laboral, Comité de Salarios, Comité de Crisis, Comité de Seguridad Vial, Comité de Mejora efr, Comité Universidad Incluyente y Comité de Equidad de Género."
¿Cuál es el propósito del proyecto AGATHA en la Dirección de Gestión Humana?,"AGATHA ""Apoyo de la Gestión del Talento Humano para la Academia y la Administración"" es un sistema de información integral para gestionar talento humano desde la selección hasta la gestión de vida laboral, pago de salarios, beneficios, seguridad e higiene, formación, y sucesiones."
¿Qué indicadores de gestión son clave para la Dirección de Gestión Humana?,"Indicadores clave incluyen satisfacción en selección de personal, índice de rotación, promociones internas, oportunidad en disposición de MFDC, elaboración de liquidaciones, inconsistencias en nómina, eficacia de capacitaciones, competencia del personal, frecuencia y severidad de accidentes, y ausentismo por causas médicas."
¿Qué desafíos clave enfrenta la Dirección de Gestión Humana?,"Desafíos incluyen implementar el modelo de gestión EFR, mejorar el bienestar social y económico de empleados y sus familias, fortalecer cultura y clima organizacional, innovar en compensación y optimizar la estructura organizacional."
¿Quién está a cargo del soporte administrativo en la Dirección de Gestión Humana?,"Armando Rocha, encargado de soporte administrativo, gestiona procesos y procedimientos de las diferentes secciones de la Dirección de Gestión Humana."
¿Quién es responsable de la nómina en la Dirección de Gestión Humana?,"Evelyn Benedetti, Jefa de Nómina, elabora nóminas, ejecuta pagos de sueldos y prestaciones, realiza descuentos legales y autorizados, controla horarios y horas extras, y tramita facturas relacionadas con la administración del recurso humano."
¿Cuál es el rol de la Dirección de Tecnología Informática y Comunicaciones?,"Planear y dirigir la adquisición, actualización, implementación y operación de servicios, productos e infraestructura de TI, garantizando soluciones tecnológicas adecuadas y oportunas para la comunidad universitaria."
¿Qué actividades realiza la Dirección de Tecnología Informática y Comunicaciones?,"Actividades incluyen planificación y dirección de servicios y productos TIC, definición de estrategias para la disponibilidad y confiabilidad de dichos servicios, participación en la definición de políticas tecnológicas y de seguridad de la información, y reporte del estado de la infraestructura y servicios a la Vicerrectoría Administrativa y Financiera."
¿Qué desafíos enfrenta la Dirección de Tecnología Informática y Comunicaciones?,"Desafíos incluyen implementar soluciones tecnológicas para optimizar modelos educativos presenciales, híbridos y virtuales, desarrollar una cultura innovadora para nuevos servicios digitales, fortalecer ciberseguridad y cumplimiento legal, y modernizar la infraestructura TIC y sistemas de información."
¿Qué estrategias tiene la Dirección de Tecnología Informática y Comunicaciones para 2024?,"Estrategias incluyen un concurso para la generación de ideas, implementar un asistente virtual basado en IA, diseñar una solución omnicanal para la atención de prospectos, actualizar aplicaciones y portales, y mejorar soluciones de respaldo y arquitectura de seguridad."
¿Quién dirige la Dirección de Tecnología Informática y Comunicaciones?,"John Flórez, ingeniero de sistemas y computación con estudios de postgrado en gestión de tecnología informática y redes telemáticas, y una maestría en gobierno de tecnología informática, dirige la Dirección de Tecnología Informática y Comunicaciones."
¿Qué comités coordina la Dirección de Tecnología Informática y Comunicaciones?,"Coordina la Comisión de Administración Universitaria, el Comité de Gestión Documental, el Comité de Evaluación de Proveedores Críticos, y el Comité de Protección de Datos Personales."
¿Qué servicios proporciona la Dirección de Tecnología Informática y Comunicaciones?,"Proporciona un catálogo de servicios, productos y recursos TIC para la comunidad universitaria, incluyendo soluciones tecnológicas para docencia, investigación, extensión y procesos administrativos."
¿Cuáles son los indicadores de gestión en la Dirección de Tecnología Informática y Comunicaciones?,"Indicadores incluyen nivel de cumplimiento de planes de proyectos TIC, éxito de nuevos productos TIC, porcentaje de activaciones y desactivaciones oportunas de servicios TIC, oportunidad en entrega de carnés, y eficacia de controles de seguridad."
¿Qué misión tiene la Jefatura de Proyectos Administrativos?,"Gestionar proyectos transversales de las distintas áreas de la administración universitaria, orientados a la mejora continua, análisis de condiciones actuales y futuras, evaluación financiera de nuevas iniciativas y optimización de procesos."
¿Qué funciones cumple la Jefatura de Proyectos Administrativos?,"Funciones incluyen análisis, gestión y seguimiento de proyectos administrativos, diseño de proyectos para mejorar productividad, elaboración de estudios de costos anuales, informes de ingresos y egresos, prospectiva financiera, y seguimiento al servicio de agencias de viaje."
¿Qué desafíos enfrenta la Jefatura de Proyectos Administrativos?,"Desafíos incluyen incrementar visibilidad internacional de estrategias y proyectos, consolidar sistema de gestión ambiental, y posicionar proyecto Uninorte Sostenible como referente nacional e internacional."
¿Qué planes estratégicos tiene la Jefatura de Proyectos Administrativos para 2024?,"Diseñar y ejecutar un plan de mejoramiento de gestión de viajes corporativos, realizar estudios de factibilidad de nuevos programas de pregrado, organizar la semana por la sostenibilidad, y avanzar en el sistema de gestión de proveedores."
¿Quién es la Jefa de Proyectos Administrativos?,"Leyla Mlayes, ingeniera de sistemas con especialización en finanzas y maestría en administración de empresas, con experiencia en gestión de proyectos y análisis financiero, es la Jefa de Proyectos Administrativos."
¿Qué comités coordina la Jefatura de Proyectos Administrativos?,"Coordina o participa en el Comité Financiero, Comité de Presupuesto, Comisión de Administración Universitaria, Comité Administrativo, Comité de Revisión Gerencial, Comité de Flexibilización Curricular, y Comité de Dirección de Gobierno de Datos."
¿Qué servicios proporciona la Jefatura de Proyectos Administrativos?,"Proporciona gestión de tiquetes nacionales e internacionales, reservas de hoteles y salones para eventos, estudios de factibilidad y costos, apoyo en procesos de acreditación, y coordinación de voluntariado institucional."
¿Cuáles son los indicadores de gestión en la Jefatura de Proyectos Administrativos?,"Indicadores incluyen estudios de factibilidad realizados, porcentaje de ahorro en gestión de viajes, tiempo en gestión de viajes, y número de actividades apoyadas mediante voluntariado institucional."
¿Qué filosofía guía la Dirección de Unidades de Servicio y Logística Empresarial?,"La filosofía es ofrecer productos, servicios y experiencias de alta calidad de manera innovadora y creativa, garantizando seguridad productiva e inocuidad alimentaria, cuidando el entorno ambiental y promoviendo el mejoramiento de la calidad de vida."
¿Qué funciones desempeña la Dirección de Unidades de Servicio y Logística Empresarial?,"Planea, dirige y controla unidades de servicio y logística empresarial, garantiza sostenibilidad financiera y calidad del servicio, apoya gestión académica con servicios de alta calidad, asesora dependencias, promociona uso de servicios y establece contacto con sector externo."
¿Qué desafíos enfrenta la Dirección de Unidades de Servicio y Logística Empresarial?,"Desafíos incluyen estimular crecimiento con sostenibilidad financiera, generar nuevos productos y servicios, evaluar y mejorar continuamente servicios ofrecidos, y ofrecer nivel superior de servicios mediante planificación organizada de recursos."
¿Qué acciones estratégicas tiene la Dirección de Unidades de Servicio y Logística Empresarial para 2024?,"Implementar modelo para venta de espacios publicitarios, lograr donaciones de proveedores, operar nuevos puntos de servicio como gelato y café, y planificar operación del centro deportivo."
¿Qué indicadores de gestión utiliza la Dirección de Unidades de Servicio y Logística Empresarial?,"Indicadores incluyen proceso de ventas de productos y servicios, nivel de satisfacción del cliente, porcentaje de cumplimiento de ventas y tiempos de entrega, y gestión de inventario y pagos a terceros."
¿Cuál es el objetivo de la Dirección de Sostenibilidad Ambiental?,"Garantizar crecimiento y fortalecimiento del Campus en armonía con el medio ambiente, mediante buenas prácticas empresariales y uso eficiente de recursos, y evaluar, proponer y recomendar proyectos e iniciativas ambientales para posicionamiento a largo plazo de la Institución."
